titulo,texto,categoria
"Em programação e na orientação a objetos, uma classe é um Ti","Em programação e na orientação a objetos, uma classe é um Tipo abstrato de Dados (TAD); ou seja, uma descrição que abstrai um conjunto de objetos com características similares (um projeto do objeto), é um código da linguagem de programação orientada a objetos que define e implementa um novo tipo de objeto, que terão características (atributos) que guardaram valores e, também funções específicas para manipular estes. Formalmente, é um conceito que encapsula abstrações de dados e procedimentos que descrevem o conteúdo e o comportamento de entidades do mundo real, representadas por objetos. De outra forma, uma classe pode ser definida como uma descrição das propriedades ou estados possíveis de um conjunto de objetos, bem como os comportamentos ou ações aplicáveis a estes mesmos objetos.
A classe é um elemento primordial de um diagrama de classes; modelagem importante na programação orientada a objetos.",Backend
ISO/IEC 9126 é uma norma ISO para qualidade de produto de so,"ISO/IEC 9126 é uma norma ISO para qualidade de produto de software. Ela define um conjunto de parâmetros com o objetivo de padronizar a avaliação da qualidade de software. Ela se enquadra no modelo de qualidade das normas da família 9000.
A ISO/IEC 9126, sob o título geral ""Engenharia de software - Qualidade do produto"", consiste nas seguintes partes:
Parte 1: Modelo de qualidade;
Parte 2: Métricas externas;
Parte 3: Métricas internas;
Parte 4: Métricas de qualidade em uso
A norma brasileira correspondente é a NBR 13596, que foi substituída pela NBR ISO/IEC 9126-1 que por sua vez foi substituída pela Norma ISO/IEC 25010:2011.",QA
"Em desenvolvimento de software, o framework é uma estrutura ","Em desenvolvimento de software, o framework é uma estrutura guia com padrões e ferramentas reusáveis para desenvolver programas computacionais de forma rápida; ou seja, é uma abstração que une códigos fontes comuns em vários projetos de software, provendo",Backend
"Operações de tecnologia da informação, ou operações de TI, s","Operações de tecnologia da informação, ou operações de TI, são o conjunto de todos os processos e serviços que são fornecidos por uma equipe de TI para seus clientes internos e externos e usados por eles, para serem executados como um negócio. O termo refere-se a aplicação de gerenciamento de operações para uma necessidade de tecnologia do negócio.
A definição de operações de TI difere através da indústria de TI, onde fornecedores e organizações individuais geralmente criam suas próprias definições personalizadas de tais processos e serviços para o propósito de comercializar seus próprios produtos. O trabalho de operações pode incluir a resposta de bilhetes gerados para trabalho de manutenção ou questões de clientes. Os times podem usar o monitoramento de eventos para detectar incidentes. Muitas operações dependem de respostas sob-chamadas para incidentes durante períodos fora de hora. Os times de operações de TI também conduzem as implantações de software e operações de manutenção. Este conceito e amplamente utilizado e fundamental para profissionais da area.",DevOps
"O número de criptomoedas disponíveis na internet, de acordo ","O número de criptomoedas disponíveis na internet, de acordo com dados de Julho de 2024, é superior a 19 milhões e em constante crescimento. Novas criptomoedas podem ser criadas a qualquer momento. O bitcoin é a principal criptomoeda do mercado, responsável por cerca de 40% da capitalização total",Blockchain
PL/SQL (acrónimo para a expressão inglesa Procedural Languag,"PL/SQL (acrónimo para a expressão inglesa Procedural Language/Structured Query Language) é uma extensão da linguagem padrão SQL para o SGBD Oracle da Oracle Corporation. É uma linguagem procedural da Oracle que estende a linguagem SQL.
Permite que a manipulação de dados seja incluída em unidades de programas. Blocos de PL/SQL são passados e processados por uma PL/SQL Engine que pode estar dentro de uma ferramenta Oracle ou do Server. A PL/SQL Engine filtra os comandos SQL e manda individualmente o comando SQL para o SQL Statement Executor no Oracle Server, que processa o PL/SQL com os dados retornados do Server.
É a linguagem básica para criar programas complexos e poderosos, não só no banco de dados, mas também em diversas ferramentas Oracle.
Antes de 1991 a única forma de usar construções procedurais com o SQL era usar PRO*C. Foi onde as instruções SQL do Oracle foram embutidas em código C. O código C era pré-compilado para converter as instruções SQL em chamadas de bibliotecas.
Em 1991 o PL/SQL 1.0 foi lançado com o Oracle Versão 6.0. Ele era muito limitado nas suas capacidades.
Já a versão 2.0 era uma atualização maior, que suportava stored packages, procedures, funções, tabelas PL/SQL, registros definidos pelo programador e package extensions. Esta versão foi lançada com o Oracle Versão 7.0.
O PL/SQL Versão 2.1 foi liberado com a Versão 7.1 do Oracle. Isto permitiu o uso de stored functions dentro de instruções SQL e a criação de SQL dinâmico pelo uso do pacote DBMS_SQL. Foi também possível executar instruções de Linguagens de Definição de Dados de programas PL/SQL.
A Versão 2.2 PL/SQL foi lançada com a Versão 7.2 do Oracle. Ele implementava uma proteção do código para programas PL/SQL e também o agendamento de trabalhos do banco de dados com o pacote DBMS_JOB.
A Versão 2.3 do PL/SQL foi lançado com a Versão 7.3 do Oracle. Esta versão aumentou as capacidades das tabelas PL/SQL e adicionou funcionalidades de E/S de arquivos.
A Versão 2.4 do PL/SQL foi liberada com a Versão 8.0 do Oracle. Esta versão suporta os melhoramentos do Oracle 8, incluindo Large Objects, projeto orientado a objetos, tabelas aninhadas e Oracle advanced queuing. Este tema continua relevante e se mantem como base para estudos avancados.",Dados
"Em desenvolvimento de software, o framework é uma estrutura ","Em desenvolvimento de software, o framework é uma estrutura guia com padrões e ferramentas reusáveis para desenvolver programas computacionais de forma rápida; ou seja, é uma abstração que une códigos fontes comuns em vários projetos de software, provendo assim uma funcionalidade genérica. Um framework pode atingir uma funcionalidade específica, por configuração, durante a programação de uma aplicação. Ao contrário das bibliotecas, é o framework quem dita o fluxo de controle da aplicação, chamado de Inversão de Controle.",Backend
O teste de mutação (ou análise de mutação ou mutação de prog,"O teste de mutação (ou análise de mutação ou mutação de programa) é um sistema usado para projetar novos testes de software e avaliar a qualidade dos testes de software existentes. O teste de mutação envolve a modificação de um programa em pequenas maneiras. Cada versão mutada é chamada de mutante e os testes detectam e rejeitam mutantes, fazendo com que o",QA
"Esta é uma lista de linguagens de programação, atuais e hist","Esta é uma lista de linguagens de programação, atuais e históricas, em ordem alfabética, que inclui também o desenvolvedor, data de criação e o paradigma de programação que é a forma de classificar as linguagens baseada em suas funcionalidades.

∑ 1194 items.",Blockchain
Engenharia de software é uma área interdisciplinar de conhec,"Engenharia de software é uma área interdisciplinar de conhecimento, que agrega ciências exatas e humanas, por exemplo, engenharia e administração. A área rege o processo produtivo de sistemas baseados em rotinas computacionais, chamado processo de software, que por sua vez inclui especificação, desenvolvimento, manutenção e criação de software. Tais atividades podem ser realizadas com a aplicação de tecnologias e práticas de gerência de projetos e outras disciplinas, visando organização, produtividade e qualidade. Atualmente, essas tecnologias e práticas englobam linguagens de programação, banco",Backend
A literacia informática é um termo da área disciplinar da In,"A literacia informática é um termo da área disciplinar da Informática que designa o conhecimento e a capacidade de utilizar computadores e as suas tecnologias associadas de forma eficiente, e que abrange uma gama de competências, que vão desde a utilização elementar até à Programação de Computadores, ao Pensamento Computacional e à resolução avançada de Problemas Computacionais. Integra a área científica da Informática, juntamente com a Ciência da Computação e a Tecnologia da Informação (TI), sendo que a sua docência e a sua investigação compete aos professores com prévia graduação superior na área da Informática e",Backend
A engenharia de cibersegurança é uma disciplina tech que se ,"A engenharia de cibersegurança é uma disciplina tech que se concentra na proteção de sistemas, redes e dados contra ameaças cibernéticas. Essa área envolve a aplicação de princípios de engenharia para o design, implementação, manutenção e avaliação de sistemas seguros, garantindo a integridade, confidencialidade e disponibilidade da informação.
Com o aumento das ameaças digitais e a crescente dependência da tecnologia em todos os aspectos da vida moderna, a engenharia de cibersegurança tornou-se crucial para proteger indivíduos, organizações e nações contra uma variedade de riscos cibernéticos.",DevOps
"O Dia-Q (também escrito Dia Q, e às vezes Y2Q ou simplesment","O Dia-Q (também escrito Dia Q, e às vezes Y2Q ou simplesmente a ameaça quântica; em inglês: Q-Day, Q Day, quantum threat) é o dia potencial, que ninguém sabe ao certo, em que um computador quântico finalmente se tornará bom o suficiente para quebrar a criptografia assimétrica que silenciosamente mantém a maior parte do mundo digital unido. O nome deriva abertamente do antigo medo do bug do milénio (Y2K), mas com uma diferença: o Y2K tinha uma data marcada no calendário, e o Dia Q simplesmente não tem. Ele quase nunca é mencionado isoladamente; as pessoas tendem a falar sobre ele como uma criptografia pós-quântica (PQC).
Toda a consciencialização remonta a um único artigo publicado em 1994 pelo matemático Peter Shor, que mostrou, em teoria, que um computador quântico poderia fatorar números enormes e resolver problemas de logaritmo discreto em tempo polinomial, que por acaso são exatamente as somas que os sistemas de chave pública atuais apostam que ninguém consegue fazer. Os especialistas que acompanham este tópico estimam que o Dia Q ocorrerá no final da década de 2020 ou na década de 2030. Compreender bem este assunto e essencial para quem atua ou estuda nesta area.",Ciberseguranca
"Esta é uma lista de linguagens de programação, atuais e hist","Esta é uma lista de linguagens de programação, atuais e históricas, em ordem alfabética, que inclui também o desenvolvedor, data de",Blockchain
Linguagem de script ou scripting é uma linguagem de programa,"Linguagem de script ou scripting é uma linguagem de programação que suporta scripts, programas escritos para um sistema de tempo de execução especial que automatiza a execução de tarefas que seriam executadas, uma de cada vez, por um operador humano. Linguagens de script são frequentemente interpretadas (ao invés de compiladas). Primitivas são frequentemente as tarefas elementares ou chamadas de API, e a linguagem permite a elas serem combinadas dentro de programas complexos. Os ambientes que podem ser automatizados através de scripting incluem aplicações de software, páginas web dentro de um navegador web, os shells de sistemas operacionais (OS), sistemas embarcados, bem como numerosos games. Uma linguagem de script pode ser vista como uma linguagem de domínio específico para um ambiente particular (no caso do scripting, uma aplicação também conhecida como uma ""linguagem de extensão""). Linguagens de script são algumas vezes referidas como linguagens de programação de altíssimo nível, pois operam com um altíssimo nível de abstração, ou como linguagens de controle, particularmente para linguagens de controle de emprego em mainframes. A expressão ""linguagem de script"" é também eventualmente empregada para se referir a linguagens de propósitos diversos de alto nível dinâmicas, tais como Perl, Tcl, e Python, sendo o termo ""script"" frequentemente aplicado a pequenos programas (pouco mais de alguns milhares de linhas de código) em tais linguagens, ou em linguagens de domínio específico tais como as linguagens de processamento de texto sed e AWK. Algumas destas linguagens",Frontend
Teste baseado em modelo é uma forma de teste de software ond,"Teste baseado em modelo é uma forma de teste de software onde os casos de teste são derivados de um modelo que descreve aspectos (geralmente funcionais) do sistema sendo testado. Tais casos são conhecidos como a suite abstrata de testes, e seu nível de abstração está intimamente relacionado ao nível de abstração do modelo. Eles não podem ser executados no ambiente de teste, mas sim derivados numa suite executável de testes.
Por serem baseados em modelos e não no código fonte propriamente dito, o teste baseado em modelo é visto como uma forma de teste de caixa-preta.
A eficácia desse teste está associada primordialmente no potencial de automação que oferece. Se o modelo pode ser processado formalmente, os casos de teste podem ser derivados mecanicamente. O modelo geralmente é traduzido em uma máquina de estado finito que representa as possíveis configurações do sistema. Para encontrar os casos de teste, procura-se pelos caminhos de execução. Entretanto, dependendo da complexidade do sistema, a quantidade de caminhos pode ser muito grande, requerendo então heurísticas para encontrar os mais relevantes. Entre as formas de derivação da suite abstrata de teste estão: a geração por prova de teorema, programação com restrições, verificação de modelo, execução simbólica, modelo de fluxo de eventos e cadeias de Markov. Este conceito e amplamente utilizado e fundamental para profissionais da area.",QA
Coding Dojo é um método de aprendizagem para desenvolvimento,"Coding Dojo é um método de aprendizagem para desenvolvimento de projetos em computação, utilizado em universidades, eventos de computação, empresas e hackerspaces.
Nessa dinâmica, todas as pessoas constroem juntas a solução, alternando a posição reflexiva da plateia com as posições mais ativas dos pilotos, construindo a partir do trabalho acumulado dos pilotos anteriores.",QA
"Em informática, um firewall (em português:  parede de fogo),","Em informática, um firewall (em português: parede de fogo), raramente traduzido como corta-fogo ou corta-fogos, com o significado de ""parede corta-ataques"", é um dispositivo de uma rede de computadores,na forma de um programa (software) ou de equipamento físico (hardware), que tem por objetivo aplicar uma política de segurança a um determinado ponto da rede, geralmente associados a redes TCP/IP.",Ciberseguranca
Desenvolvimento de aplicações e sistemas para dispositivos m,"Desenvolvimento de aplicações e sistemas para dispositivos móveis, por vezes utilizado apenas como desenvolvimento mobile é toda atividade e processos acerca do desenvolvimento de software para dispositivos móveis (handheld) como computadores de bolso, PDAs, smartphone, telefone celular, console portátil e Ultra Mobile PC combinado com tecnologias como GPS, TV portátil, touch, consoles, navegador de Internet, WAP, leitores de áudio, vídeo e texto, entre outros.
Estes aplicativos podem ser instalados durante a fabricação do aparelho, através dos sistemas operacionais de cada dispositivo ou distribuído através de arquivos de instalação pela web ou não. O desenvolvimento de aplicações para mobile possui particularidades do desenvolvimento tradicional devido as limitações tanto do processamento, tamanho de tela e área de trabalho, além de estar sempre bombardeado por configurações distintas tanto do hardware quanto do software por parte do fabricantes e suas concorrências. Dominar este conhecimento diferencia profissionais em qualquer segmento do mercado.",Mobile
"Senha, palavra-passe, palavra-chave ou password é uma palavr","Senha, palavra-passe, palavra-chave ou password é uma palavra ou código secreto previamente convencionado entre as partes como forma de reconhecimento. Em sistemas de computação, senhas são amplamente utilizadas para autenticar usuários e conceder-lhes privilégios — para agir como administradores de um sistema, por exemplo ou permitir-lhes o acesso a informações personalizadas armazenadas no sistema.
Uma das referências mais antigas conhecidas ao uso de senhas é o incidente xibolete, narrado do Antigo Testamento. Senhas já eram usadas na Roma Antiga. Na computação, foram usadas pela primeira vez nos anos 60, no MIT, quando pesquisadores construíram um grande computador de tempo compartilhado.
O uso de senhas é o método mais comum usado para provar a identidade de alguém ao acessar sites, contas de email e o próprio computador. Seu uso é, normalmente associado, a um nome de usuário.
Muitas instituições adotam políticas de senhas com o objetivo de aumentar a segurança das senhas utilizadas. Políticas de senhas são conjuntos de regras que definem como devem ser feitas as combinações de palavras, números e/ou símbolos para constituírem uma senha aceitável. Compreender bem este assunto e essencial para quem atua ou estuda nesta area.",Ciberseguranca
"Hardware de rede, ou dispositivos de rede, referem-se aos eq","Hardware de rede, ou dispositivos de rede, referem-se aos equipamentos que facilitam e dão suporte ao uso de uma rede de computadores, ou seja, são os meios físicos necessários para a comunicação entre os componentes participantes de uma rede. São exemplos típicos de dispositivos de rede:

switches;
roteadores;
concentradores;
repetidores;
adaptadores de rede;
modem;
gateway;
bridge;
firewall;
pontos de acesso sem fio,
e outros hardwares relacionados.
O tipo mais básico de hardware de rede são os adaptadores de rede Ethernet, ajudados em grande parte por sua inclusão-padrão na maioria dos sistemas informáticos modernos. Todavia, redes sem fio tem se tornado cada vez mais populares, especialmente para dispositivos portáteis.
Outros equipamentos prevalecentes no campo do hardware de rede são aqueles utilizados em datacenters (tais como servidores de arquivos, servidores de bancos de dados, dispositivos de armazenamento, serviços de rede (tais como DNS, DHCP, e-mail etc) bem como outros dispositivos específicos de rede tais como provimento de conteúdo.
Outros dispositivos diversos que poderiam ser considerados hardware de rede incluem telefones celulares, PDAs, impressoras e mesmo máquinas de café modernas (e outros dispositivos conectados na Internet). A medida que a tecnologia avança e redes baseadas no protocolo IP são integradas na infraestrutura de edifícios e em utilidades domésticas, o hardware de rede torna-se onipresente devido ao número crescente de pontos de rede possíveis.",Ciberseguranca
A literacia de dados ou alfabetização de dados (também conhe,"A literacia de dados ou alfabetização de dados (também conhecida como competência de dados) é um termo extensivo da área disciplinar da Informática e Ciência de Dados que designa a ampla capacidade de ler, processar, analisar, compreender, criar e comunicar dados como informação, bem como aplicar o Pensamento Computacional e a consciência do alcance, âmbito e limitações dos dados. É uma combinação de competências técnicas e cognitivas na utilização das Tecnologias de Informação e Comunicação para recolher, gerir e avaliar dados computacionais de modo crítico. Abrange uma gama de competências, que vão desde a utilização elementar até ao Processamento Computacional de Dados, Bases (Bancos) de Dados, Visualização Informática de Dados, Segurança da Informação, Computação Científica, Algoritmos e Estruturas de Dados, resolução avançada de Problemas Computacionais, Ciência da Computação, Proteção de Dados, e Sistemas Informáticos para extrair ou extrapolar conhecimento de dados potencialmente ruidosos, estruturados ou não estruturados. Integra a área científica da Informática, juntamente com a Ciência de Dados e a Tecnologia da Informação (TI), sendo que a sua docência e a sua investigação compete aos professores com prévia graduação superior na área da Informática e Ciência de Dados e mestrado nesta área específica da Educação informática e computacional. É independente da Matemática e da Estatística e diferente da capacidade de realizar cálculos matemáticos e estatísticos manualmente, uma vez que antecipa que a verdadeira análise de dados, interpretação e aplicação dos resultados, são executados pelos programas computacionais da Informática. Este conceito e amplamente utilizado e fundamental para profissionais da area.",Dados
Qt (oficialmente pronunciado como a palavra inglesa cute ) é,"Qt (oficialmente pronunciado como a palavra inglesa cute ) é um framework multiplataforma para desenvolvimento de interfaces gráficas em C++ criado pela empresa norueguesa Trolltech. Com ele é possível desenvolver aplicativos e bibliotecas uma única vez e compilá-los para diversas plataformas sem que seja necessário alterar o código fonte.
Qt é utilizado largamente no ambiente desktop KDE e na antiga plataforma para dispositivos móveis da Nokia, Maemo (também livre), além do BlackBerry 10 e diversos softwares conhecidos e outros internos por grandes empresas não só da área de tecnologia como Google, HP e Adobe, mas também dos mais variados setores como Disney, DreamWorks SKG, Lucasfilm, Siemens, Volvo, NASA, ESA, Philips, Samsung e Panasonic.
Qt é mantido pelo Qt Project, uma iniciativa de software livre envolvendo desenvolvedores individuais e provenientes de empresas como Nokia, Digia e outras. Antes do lançamento do Qt Project, era desenvolvido pela divisão da Nokia Qt Development Frameworks, da empresa Norueguesa Trolltech, a desenvolvedora original do Qt. Em fevereiro de 2011 a Nokia anunciou sua decisão de abandonar as tecnologias baseadas no Symbian e usar tecnologias da Microsoft em seus aparelhos. Logo após foi anunciado que a Digia, uma empresa finlandesa de softwares corporativos e uma das principais usuárias e colaboradoras do Qt, iria assumir o licenciamento comercial e serviços de suporte do Qt. Em agosto de 2012 um anúncio foi realizado que a Digia iria assumir todo desenvolvimento do Qt já que a Nokia não teria mais qualquer interesse no framework. Antes da aquisição a Nokia já preparava o lançamento do Qt 5, uma versão completamente reestruturada.",Backend
Engenharia de software é uma área interdisciplinar de conhec,"Engenharia de software é uma área interdisciplinar de conhecimento, que agrega ciências exatas e humanas, por exemplo, engenharia e administração. A área rege o processo produtivo de sistemas baseados em rotinas computacionais, chamado processo de software, que por sua vez inclui especificação, desenvolvimento, manutenção e criação de software. Tais atividades podem ser realizadas com a aplicação de tecnologias e práticas de gerência de projetos e outras disciplinas, visando organização, produtividade e qualidade. Atualmente, essas tecnologias e práticas englobam linguagens de programação, banco de dados, ferramentas, plataformas, bibliotecas, padrões de projeto de software, processo de software e qualidade de software.
Os fundamentos científicos para a engenharia de software envolvem o uso de modelos abstratos e precisos que permitem ao engenheiro especificar, projetar, implementar e manter sistemas de software, avaliando e garantindo suas qualidades. A área que estuda e avalia os processos de engenharia de software, propondo a evolução dos processos, ferramentas e métodos de suporte a engenharia de software é a Engenharia de Software Experimental.",QA
"Em programação e na orientação a objetos, uma classe é um Ti","Em programação e na orientação a objetos, uma classe é um Tipo abstrato de Dados (TAD); ou seja, uma descrição que abstrai um conjunto de objetos com características similares (um projeto do objeto), é um código da linguagem de programação orientada a objetos que define e implementa um novo tipo de objeto, que terão características (atributos) que guardaram valores e, também funções específicas para manipular estes. Formalmente, é um conceito que encapsula abstrações de dados e procedimentos que descrevem o conteúdo e o comportamento de entidades do mundo real, representadas por objetos. De outra forma, uma classe pode ser definida como uma descrição das propriedades ou estados possíveis de um conjunto de objetos, bem como os comportamentos ou ações aplicáveis a estes mesmos objetos.
A classe é um elemento primordial de um diagrama de classes; modelagem importante na programação orientada a objetos. Este conceito e amplamente utilizado e fundamental para profissionais da area.",Backend
Flutter é um kit de desenvolvimento de software de interface,"Flutter é um kit de desenvolvimento de software de interface de usuário (toolkit e framework), de código aberto, criado pela empresa Google em 2015, baseado na linguagem de programação Dart, que possibilita a criação de aplicativos para Web (através de WebAssembly) e para os sistemas operacionais Android, iOS, Windows, macOS, Linux e Fuchsia.",Mobile
Ferramentas CASE (do inglês Computer-Aided Software Engineer,"Ferramentas CASE (do inglês Computer-Aided Software Engineering) é uma classificação que abrange todas as ferramentas baseadas em computadores que auxiliam atividades de engenharia de software, desde análise de requisitos e modelagem até",Frontend
"Software (pronúncia em inglês: ['sɔftwɛəɹ], pronúncia em por","Software (pronúncia em inglês: ['sɔftwɛəɹ], pronúncia em português: ['sóof-tu-er']) é uma coleção de programas que dizem a um computador como executar tarefas específicas. Isso contrasta com o hardware, a partir do qual o sistema é construído e que realmente executa o trabalho. Software é o termo usado para se referir a uma sequência de instruções executadas em um dispositivo informático, como um computador ou máquina semelhante. Ele é um produto da engenharia de software e inclui não apenas o programa em si, mas também quaisquer documentações e especificações. Um software é geralmente composto por diversas funções, bibliotecas e módulos que, ao final do desenvolvimento, formam um programa executável. Quando executado, esse programa recebe dados de entrada (input), processa as informações por meio de algoritmos ou sequências de instruções lógicas e gera uma saída (output) como resultado deste processamento. A maioria dos softwares é escrita em linguagens de programação de alto nível, como Python, Java, JavaScript, TypeScript, C#, Go, PHP, Kotlin, Ruby, Dart,",Backend
